Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Garlic,2016,Whole Year,Tamil Nadu,781.0,912.4,119688.25,273.35,5.206666667,80,38,30,6.6,28.11,811.36,70.68
Ginger,2016,Whole Year,Tamil Nadu,371.0,912.4,56855.75,129.85,22.459,80,38,30,6.6,28.11,811.36,70.68
Onion,2016,Kharif,Tamil Nadu,13602.0,912.4,2084506.5,4760.7,10.27692308,80,38,30,6.6,28.11,811.36,70.68
Onion,2016,Rabi,Tamil Nadu,17597.0,912.4,2696740.25,6158.95,5.267407407,80,38,30,6.6,28.11,811.36,70.68
Potato,2016,Kharif,Tamil Nadu,3194.0,912.4,489480.5,1117.9,24.5825,80,38,30,6.6,28.11,811.36,70.68
Potato,2016,Rabi,Tamil Nadu,1653.0,912.4,253322.25,578.55,21.248,80,38,30,6.6,28.11,811.36,70.68
Sugarcane,2016,Whole Year,Tamil Nadu,218262.0,912.4,33448651.5,76391.7,78.37766667,80,38,30,6.6,28.11,811.36,70.68
Sweet Potato,2016,Whole Year,Tamil Nadu,283.0,912.4,43369.75,99.05,9.951052632,80,38,30,6.6,28.11,811.36,70.68
Tapioca,2016,Whole Year,Tamil Nadu,76420.0,912.4,11711365.0,26747.0,26.67741935,80,38,30,6.6,28.11,811.36,70.68
Banana,2017,Whole Year,Tamil Nadu,78482.0,970.9,12356206.08,29823.16,37.84677419,80,38,30,6.6,28.13,1290.07,72.2
Coconut,2017,Whole Year,Tamil Nadu,436024.0,970.9,68647618.56,165689.12,9387.334516,80,38,30,6.6,28.13,1290.07,72.2
Ginger,2017,Whole Year,Tamil Nadu,380.0,970.9,59827.2,144.4,19.705,80,38,30,6.6,28.13,1290.07,72.2
Maize,2017,Kharif,Tamil Nadu,166195.0,970.9,26165740.8,63154.1,8.962,80,38,30,6.6,28.13,1290.07,72.2
Maize,2017,Rabi,Tamil Nadu,158323.0,970.9,24926373.12,60162.74,6.956785714,80,38,30,6.6,28.13,1290.07,72.2
Onion,2017,Kharif,Tamil Nadu,6293.0,970.9,990769.92,2391.34,9.714166667,80,38,30,6.6,28.13,1290.07,72.2
Onion,2017,Rabi,Tamil Nadu,16518.0,970.9,2600593.92,6276.84,9.684074074,80,38,30,6.6,28.13,1290.07,72.2
Potato,2017,Kharif,Tamil Nadu,2358.0,970.9,371243.52,896.04,16.698,80,38,30,6.6,28.13,1290.07,72.2
Potato,2017,Rabi,Tamil Nadu,1224.0,970.9,192706.56,465.12,23.12,80,38,30,6.6,28.13,1290.07,72.2
Sugarcane,2017,Whole Year,Tamil Nadu,171856.0,970.9,27057008.64,65305.28,94.5,80,38,30,6.6,28.13,1290.07,72.2
Sweet Potato,2017,Whole Year,Tamil Nadu,302.0,970.9,47546.88,114.76,26.33944444,80,38,30,6.6,28.13,1290.07,72.2
Tapioca,2017,Whole Year,Tamil Nadu,79344.0,970.9,12491919.36,30150.72,34.53967742,80,38,30,6.6,28.13,1290.07,72.2
Banana,2018,Whole Year,Tamil Nadu,87514.0,986.2,14194770.8,30629.9,37.39125,80,38,30,6.6,28.08,832.38,70.88
Coconut,2018,Whole Year,Tamil Nadu,439745.0,986.2,71326639.0,153910.75,11263.83,80,38,30,6.6,28.08,832.38,70.88
Ginger,2018,Whole Year,Tamil Nadu,377.0,986.2,61149.4,131.95,19.86428571,80,38,30,6.6,28.08,832.38,70.88
Maize,2018,Kharif,Tamil Nadu,168944.0,986.2,27402716.8,59130.4,7.625384615,80,38,30,6.6,28.08,832.38,70.88
Maize,2018,Rabi,Tamil Nadu,221658.0,986.2,35952927.6,77580.3,6.984,80,38,30,6.6,28.08,832.38,70.88
Onion,2018,Kharif,Tamil Nadu,12414.0,986.2,2013550.8,4344.9,8.912692308,80,38,30,6.6,28.08,832.38,70.88
Onion,2018,Rabi,Tamil Nadu,19273.0,986.2,3126080.6,6745.55,5.878518519,80,38,30,6.6,28.08,832.38,70.88
Potato,2018,Kharif,Tamil Nadu,2334.0,986.2,378574.8,816.9,13.195,80,38,30,6.6,28.08,832.38,70.88
Potato,2018,Rabi,Tamil Nadu,1198.0,986.2,194315.6,419.3,23.2225,80,38,30,6.6,28.08,832.38,70.88
Sugarcane,2018,Whole Year,Tamil Nadu,166415.0,986.2,26992513.0,58245.25,99.34166667,80,38,30,6.6,28.08,832.38,70.88
Sweet Potato,2018,Whole Year,Tamil Nadu,328.0,986.2,53201.6,114.8,25.31238095,80,38,30,6.6,28.08,832.38,70.88
Tapioca,2018,Whole Year,Tamil Nadu,75644.0,986.2,12269456.8,26475.4,34.88068966,80,38,30,6.6,28.08,832.38,70.88
Banana,2019,Whole Year,Tamil Nadu,92440.0,910.1,15877494.4,34202.8,42.7084375,80,38,30,6.6,28.36,1207.03,72.52
Coconut,2019,Whole Year,Tamil Nadu,438935.0,910.1,75391475.6,162405.95,8795.260556,80,38,30,6.6,28.36,1207.03,72.52
Garlic,2019,Whole Year,Tamil Nadu,1433.0,910.1,246132.08,530.21,5.5525,80,38,30,6.6,28.36,1207.03,72.52
Ginger,2019,Whole Year,Tamil Nadu,193.0,910.1,33149.68,71.41,16.075,80,38,30,6.6,28.36,1207.03,72.52
Maize,2019,Kharif,Tamil Nadu,168587.0,910.1,28956503.12,62377.19,8.614827586,80,38,30,6.6,28.36,1207.03,72.52
Maize,2019,Rabi,Tamil Nadu,164978.0,910.1,28336621.28,61041.86,6.841666667,80,38,30,6.6,28.36,1207.03,72.52
Onion,2019,Kharif,Tamil Nadu,11137.0,910.1,1912891.12,4120.69,9.088148148,80,38,30,6.6,28.36,1207.03,72.52
Onion,2019,Rabi,Tamil Nadu,22663.0,910.1,3892596.88,8385.31,7.237407407,80,38,30,6.6,28.36,1207.03,72.52
Potato,2019,Kharif,Tamil Nadu,2900.0,910.1,498104.0,1073.0,21.384,80,38,30,6.6,28.36,1207.03,72.52
Potato,2019,Rabi,Tamil Nadu,1113.0,910.1,191168.88,411.81,21.68,80,38,30,6.6,28.36,1207.03,72.52
Sugarcane,2019,Whole Year,Tamil Nadu,131207.0,910.1,22536114.32,48546.59,102.7843333,80,38,30,6.6,28.36,1207.03,72.52
Sweet Potato,2019,Whole Year,Tamil Nadu,585.0,910.1,100479.6,216.45,23.39619048,80,38,30,6.6,28.36,1207.03,72.52
Tapioca,2019,Whole Year,Tamil Nadu,81143.0,910.1,13937121.68,30022.91,40.04866667,80,38,30,6.6,28.36,1207.03,72.52
Turmeric,2019,Whole Year,Tamil Nadu,18432.0,910.1,3165880.32,6819.84,5.298148148,80,38,30,6.6,28.36,1207.03,72.52
Banana,2013,Whole Year,Telangana,1522.0,1348.7,219913.78,410.94,31.14714286,77,48,24,7.0,25.5,1008.16,64.9
Coconut,2013,Whole Year,Telangana,428.0,1348.7,61841.72,115.56,16254.0,77,48,24,7.0,25.5,1008.16,64.9
Ginger,2013,Kharif,Telangana,1767.0,1348.7,255313.83,477.09,6.776666667,77,48,24,7.0,25.5,1008.16,64.9
Ginger,2013,Rabi,Telangana,4.0,1348.7,577.96,1.08,6.5,77,48,24,7.0,25.5,1008.16,64.9
Maize,2013,Rabi,Telangana,197322.0,1348.7,28511055.78,53276.94,5.292222222,77,48,24,7.0,25.5,1008.16,64.9
Mesta,2013,Kharif,Telangana,25.0,1348.7,3612.25,6.75,9.155,77,48,24,7.0,25.5,1008.16,64.9
Mesta,2013,Rabi,Telangana,85.0,1348.7,12281.65,22.95,9.18,77,48,24,7.0,25.5,1008.16,64.9
Onion,2013,Kharif,Telangana,3984.0,1348.7,575648.16,1075.68,18.82666667,77,48,24,7.0,25.5,1008.16,64.9
Onion,2013,Rabi,Telangana,10794.0,1348.7,1559625.06,2914.38,31.81375,77,48,24,7.0,25.5,1008.16,64.9
Other Oilseeds,2013,Kharif,Telangana,3645.0,1348.7,526666.05,984.15,8.973333333,77,48,24,7.0,25.5,1008.16,64.9
Potato,2013,Whole Year,Telangana,3512.0,1348.7,507448.88,948.24,14.71,77,48,24,7.0,25.5,1008.16,64.9
Sugarcane,2013,Kharif,Telangana,39309.0,1348.7,5679757.41,10613.43,83.91888889,77,48,24,7.0,25.5,1008.16,64.9
Sweet Potato,2013,Whole Year,Telangana,109.0,1348.7,15749.41,29.43,7.57,77,48,24,7.0,25.5,1008.16,64.9
Banana,2014,Kharif,Telangana,1707.0,746.4,257688.72,563.31,42.26375,77,48,24,7.0,26.08,638.05,59.27
Coconut,2014,Whole Year,Telangana,439.0,746.4,66271.44,144.87,21105.0,77,48,24,7.0,26.08,638.05,59.27
Ginger,2014,Kharif,Telangana,2186.0,746.4,329998.56,721.38,7.78,77,48,24,7.0,26.08,638.05,59.27
Mesta,2014,Kharif,Telangana,7.0,746.4,1056.72,2.31,7.14,77,48,24,7.0,26.08,638.05,59.27
Mesta,2014,Rabi,Telangana,170.0,746.4,25663.2,56.1,7.09,77,48,24,7.0,26.08,638.05,59.27
Onion,2014,Kharif,Telangana,5552.0,746.4,838129.92,1832.16,15.05142857,77,48,24,7.0,26.08,638.05,59.27
Onion,2014,Rabi,Telangana,8367.0,746.4,1263082.32,2761.11,26.84555556,77,48,24,7.0,26.08,638.05,59.27
Other Oilseeds,2014,Kharif,Telangana,3475.0,746.4,524586.0,1146.75,13.84,77,48,24,7.0,26.08,638.05,59.27
Potato,2014,Kharif,Telangana,9.0,746.4,1358.64,2.97,19.22,77,48,24,7.0,26.08,638.05,59.27
Potato,2014,Rabi,Telangana,3037.0,746.4,458465.52,1002.21,14.92,77,48,24,7.0,26.08,638.05,59.27
Sugarcane,2014,Kharif,Telangana,38139.0,746.4,5757463.44,12585.87,83.8575,77,48,24,7.0,26.08,638.05,59.27
Sweet Potato,2014,Kharif,Telangana,7.0,746.4,1056.72,2.31,7.9,77,48,24,7.0,26.08,638.05,59.27
Sweet Potato,2014,Rabi,Telangana,96.0,746.4,14492.16,31.68,7.745,77,48,24,7.0,26.08,638.05,59.27
Banana,2015,Kharif,Telangana,1756.0,747.9,277289.96,579.48,48.41333333,77,48,24,7.0,26.95,440.75,54.46
Ginger,2015,Kharif,Telangana,1822.0,747.9,287712.02,601.26,5.5225,77,48,24,7.0,26.95,440.75,54.46
Ginger,2015,Rabi,Telangana,6.0,747.9,947.46,1.98,6.5,77,48,24,7.0,26.95,440.75,54.46
Onion,2015,Kharif,Telangana,5269.0,747.9,832027.79,1738.77,13.5075,77,48,24,7.0,26.95,440.75,54.46
Onion,2015,Rabi,Telangana,10462.0,747.9,1652054.42,3452.46,28.95888889,77,48,24,7.0,26.95,440.75,54.46
Other Oilseeds,2015,Kharif,Telangana,3894.0,747.9,614901.54,1285.02,21.38,77,48,24,7.0,26.95,440.75,54.46
Potato,2015,Rabi,Telangana,2220.0,747.9,350560.2,732.6,13.8,77,48,24,7.0,26.95,440.75,54.46
Sugarcane,2015,Kharif,Telangana,34895.0,747.9,5510269.45,11515.35,70.39333333,77,48,24,7.0,26.95,440.75,54.46
Sweet Potato,2015,Rabi,Telangana,87.0,747.9,13738.17,28.71,13.3925,77,48,24,7.0,26.95,440.75,54.46
Banana,2016,Kharif,Telangana,1579.0,942.6,241981.75,552.65,45.93,77,48,24,7.0,26.23,741.24,58.22
Dry Chillies,2016,Rabi,Telangana,14653.0,942.6,2245572.25,5128.55,5.504347826,77,48,24,7.0,26.23,741.24,58.22
Ginger,2016,Kharif,Telangana,1978.0,942.6,303128.5,692.3,6.998,77,48,24,7.0,26.23,741.24,58.22
Ginger,2016,Rabi,Telangana,39.0,942.6,5976.75,13.65,6.985,77,48,24,7.0,26.23,741.24,58.22
Maize,2016,Rabi,Telangana,165415.0,942.6,25349848.75,57895.25,6.661666667,77,48,24,7.0,26.23,741.24,58.22
Onion,2016,Kharif,Telangana,6153.0,942.6,942947.25,2153.55,15.68529412,77,48,24,7.0,26.23,741.24,58.22
Onion,2016,Rabi,Telangana,9423.0,942.6,1444074.75,3298.05,31.11925926,77,48,24,7.0,26.23,741.24,58.22
Potato,2016,Kharif,Telangana,37.0,942.6,5670.25,12.95,10.795,77,48,24,7.0,26.23,741.24,58.22
Potato,2016,Rabi,Telangana,3192.0,942.6,489174.0,1117.2,10.56111111,77,48,24,7.0,26.23,741.24,58.22
Sugarcane,2016,Kharif,Telangana,29357.0,942.6,4498960.25,10274.95,65.524,77,48,24,7.0,26.23,741.24,58.22
Sweet Potato,2016,Rabi,Telangana,199.0,942.6,30496.75,69.65,9.564,77,48,24,7.0,26.23,741.24,58.22
Turmeric,2016,Kharif,Telangana,50566.0,942.6,7749239.5,17698.1,5.839166667,77,48,24,7.0,26.23,741.24,58.22
Turmeric,2016,Rabi,Telangana,9.0,942.6,1379.25,3.15,6.0,77,48,24,7.0,26.23,741.24,58.22
Banana,2017,Kharif,Telangana,1717.0,815.7,270324.48,652.46,64.51083333,77,48,24,7.0,26.11,786.52,57.94
Dry Chillies,2017,Rabi,Telangana,10660.0,815.7,1678310.4,4050.8,5.780625,77,48,24,7.0,26.11,786.52,57.94
Ginger,2017,Kharif,Telangana,1840.0,815.7,289689.6,699.2,5.628,77,48,24,7.0,26.11,786.52,57.94
Maize,2017,Rabi,Telangana,167254.0,815.7,26332469.76,63556.52,6.646333333,77,48,24,7.0,26.11,786.52,57.94
Onion,2017,Kharif,Telangana,4319.0,815.7,679983.36,1641.22,18.15833333,77,48,24,7.0,26.11,786.52,57.94
Onion,2017,Rabi,Telangana,9378.0,815.7,1476472.32,3563.64,34.61428571,77,48,24,7.0,26.11,786.52,57.94
Potato,2017,Kharif,Telangana,19.0,815.7,2991.36,7.22,7.94,77,48,24,7.0,26.11,786.52,57.94
Potato,2017,Rabi,Telangana,2160.0,815.7,340070.4,820.8,11.048,77,48,24,7.0,26.11,786.52,57.94
Sugarcane,2017,Kharif,Telangana,35788.0,815.7,5634462.72,13599.44,77.33636364,77,48,24,7.0,26.11,786.52,57.94
Sweet Potato,2017,Rabi,Telangana,199.0,815.7,31330.56,75.62,7.776666667,77,48,24,7.0,26.11,786.52,57.94
Turmeric,2017,Kharif,Telangana,50154.0,815.7,7896245.76,19058.52,5.892380952,77,48,24,7.0,26.11,786.52,57.94
Banana,2018,Kharif,Telangana,1518.0,1350.3,246219.6,531.3,61.47185185,77,48,24,7.0,26.52,551.12,53.79
Dry Chillies,2018,Rabi,Telangana,7962.0,1350.3,1291436.4,2786.7,6.026666667,77,48,24,7.0,26.52,551.12,53.79
Ginger,2018,Kharif,Telangana,1615.0,1350.3,261953.0,565.25,6.954,77,48,24,7.0,26.52,551.12,53.79
Ginger,2018,Rabi,Telangana,8.0,1350.3,1297.6,2.8,6.915,77,48,24,7.0,26.52,551.12,53.79
Maize,2018,Rabi,Telangana,116724.0,1350.3,18932632.8,40853.4,6.026451613,77,48,24,7.0,26.52,551.12,53.79
Onion,2018,Kharif,Telangana,4812.0,1350.3,780506.4,1684.2,12.82,77,48,24,7.0,26.52,551.12,53.79
Onion,2018,Rabi,Telangana,7422.0,1350.3,1203848.4,2597.7,28.15518519,77,48,24,7.0,26.52,551.12,53.79
Potato,2018,Rabi,Telangana,1939.0,1350.3,314505.8,678.65,16.048,77,48,24,7.0,26.52,551.12,53.79
Sugarcane,2018,Kharif,Telangana,39824.0,1350.3,6459452.8,13938.4,80.47047619,77,48,24,7.0,26.52,551.12,53.79
Sweet Potato,2018,Kharif,Telangana,6.0,1350.3,973.2,2.1,6.33,77,48,24,7.0,26.52,551.12,53.79
Sweet Potato,2018,Rabi,Telangana,83.0,1350.3,13462.6,29.05,6.35,77,48,24,7.0,26.52,551.12,53.79
Turmeric,2018,Kharif,Telangana,53104.0,1350.3,8613468.8,18586.4,6.31,77,48,24,7.0,26.52,551.12,53.79
Banana,2019,Kharif,Telangana,1670.0,1031.7,286839.2,617.9,59.12423077,77,48,24,7.0,26.62,753.33,60.74
Dry Chillies,2019,Rabi,Telangana,8499.0,1031.7,1459788.24,3144.63,5.682608696,77,48,24,7.0,26.62,753.33,60.74
Ginger,2019,Kharif,Telangana,2409.0,1031.7,413769.84,891.33,6.696,77,48,24,7.0,26.62,753.33,60.74
Maize,2019,Kharif,Telangana,390692.0,1031.7,67105257.92,144556.04,5.12125,77,48,24,7.0,26.62,753.33,60.74
Maize,2019,Rabi,Telangana,252561.0,1031.7,43379877.36,93447.57,6.5721875,77,48,24,7.0,26.62,753.33,60.74
Onion,2019,Kharif,Telangana,2383.0,1031.7,409304.08,881.71,21.95478261,77,48,24,7.0,26.62,753.33,60.74
Onion,2019,Rabi,Telangana,5026.0,1031.7,863265.76,1859.62,32.85966667,77,48,24,7.0,26.62,753.33,60.74
Potato,2019,Rabi,Telangana,994.0,1031.7,170729.44,367.78,12.98,77,48,24,7.0,26.62,753.33,60.74
Sugarcane,2019,Kharif,Telangana,26115.0,1031.7,4485512.4,9662.55,84.7273913,77,48,24,7.0,26.62,753.33,60.74
Sweet Potato,2019,Kharif,Telangana,15.0,1031.7,2576.4,5.55,15.76666667,77,48,24,7.0,26.62,753.33,60.74
Sweet Potato,2019,Rabi,Telangana,108.0,1031.7,18550.08,39.96,15.6875,77,48,24,7.0,26.62,753.33,60.74
Turmeric,2019,Kharif,Telangana,55444.0,1031.7,9523061.44,20514.28,7.013181818,77,48,24,7.0,26.62,753.33,60.74
Jute,1998,Kharif,Tripura,1260.0,2472.9,124488.0,365.4,7.8975,62,20,35,5.9,25.37,1919.99,73.93
Mesta,1998,Kharif,Tripura,2175.0,2472.9,214890.0,630.75,7.255,62,20,35,5.9,25.37,1919.99,73.93
Sugarcane,1998,Whole Year,Tripura,1080.0,2472.9,106704.0,313.2,48.21,62,20,35,5.9,25.37,1919.99,73.93
Potato,1999,Whole Year,Tripura,5550.0,2147.4,589021.5,1498.5,17.855,62,20,35,5.9,25.82,1694.79,71.12
Sugarcane,1999,Whole Year,Tripura,1015.0,2147.4,107721.95,274.05,50.7125,62,20,35,5.9,25.82,1694.79,71.12
Potato,2000,Whole Year,Tripura,5590.0,2437.5,548770.3,1453.4,17.575,62,20,35,5.9,24.84,1995.81,75.04
Sugarcane,2000,Whole Year,Tripura,1040.0,2437.5,102096.8,270.4,52.375,62,20,35,5.9,24.84,1995.81,75.04
Potato,2001,Whole Year,Tripura,5370.0,2284.4,548438.1,1396.2,19.0,62,20,35,5.9,25.06,2076.34,73.48
Sugarcane,2001,Whole Year,Tripura,1020.0,2284.4,104172.6,265.2,51.9975,62,20,35,5.9,25.06,2076.34,73.48
Potato,2002,Whole Year,Tripura,5735.0,2579.8,542932.45,1433.75,18.61,62,20,35,5.9,25.18,1992.18,74.56
Sugarcane,2002,Whole Year,Tripura,1150.0,2579.8,108870.5,287.5,49.5125,62,20,35,5.9,25.18,1992.18,74.56
Potato,2003,Whole Year,Tripura,5665.0,2487.9,560721.7,1359.6,15.6275,62,20,35,5.9,25.03,1818.04,76.01
Sugarcane,2003,Whole Year,Tripura,1120.0,2487.9,110857.6,268.8,41.27,62,20,35,5.9,25.03,1818.04,76.01
Jute,2004,Kharif,Tripura,978.0,2706.3,105956.52,205.38,7.88,62,20,35,5.9,25.06,2334.61,75.65
Mesta,2004,Kharif,Tripura,1250.0,2706.3,135425.0,262.5,7.9425,62,20,35,5.9,25.06,2334.61,75.65
Sugarcane,2004,Whole Year,Tripura,1030.0,2706.3,111590.2,216.3,48.8525,62,20,35,5.9,25.06,2334.61,75.65
Jute,2005,Kharif,Tripura,685.0,1765.9,82145.2,143.85,7.8325,62,20,35,5.9,25.23,1998.49,77.25
Mesta,2005,Kharif,Tripura,1170.0,1765.9,140306.4,245.7,7.595,62,20,35,5.9,25.23,1998.49,77.25
Sugarcane,2005,Whole Year,Tripura,874.0,1765.9,104810.08,183.54,48.79,62,20,35,5.9,25.23,1998.49,77.25
Jute,2006,Kharif,Tripura,466.0,1764.3,59512.86,102.52,8.475,62,20,35,5.9,25.53,1808.32,73.73
Mesta,2006,Kharif,Tripura,1064.0,1764.3,135883.44,234.08,7.6075,62,20,35,5.9,25.53,1808.32,73.73
Sugarcane,2006,Whole Year,Tripura,869.0,1764.3,110979.99,191.18,49.18,62,20,35,5.9,25.53,1808.32,73.73
Jute,2007,Kharif,Tripura,458.0,2831.8,61097.2,73.28,8.145,62,20,35,5.9,24.78,2737.78,76.28
Mesta,2007,Kharif,Tripura,949.0,2831.8,126596.6,151.84,7.56,62,20,35,5.9,24.78,2737.78,76.28
Sugarcane,2007,Whole Year,Tripura,959.0,2831.8,127930.6,153.44,49.0375,62,20,35,5.9,24.78,2737.78,76.28
Jute,2008,Kharif,Tripura,450.0,1827.8,64368.0,40.5,8.0625,62,20,35,5.9,25.19,1532.09,75.42
Mesta,2008,Kharif,Tripura,637.0,1827.8,91116.48,57.33,7.905,62,20,35,5.9,25.19,1532.09,75.42
Sugarcane,2008,Whole Year,Tripura,972.0,1827.8,139034.88,87.48,54.9975,62,20,35,5.9,25.19,1532.09,75.42
Jute,2009,Kharif,Tripura,468.0,2004.2,72923.76,79.56,8.075,62,20,35,5.9,25.68,1954.75,73.58
Mesta,2009,Kharif,Tripura,779.0,2004.2,121383.78,132.43,7.285,62,20,35,5.9,25.68,1954.75,73.58
Sugarcane,2009,Whole Year,Tripura,879.0,2004.2,136965.78,149.43,51.4225,62,20,35,5.9,25.68,1954.75,73.58
Jute,2010,Kharif,Tripura,498.0,2348.3,82722.78,119.52,8.545,62,20,35,5.9,25.5,2054.22,76.54
Mesta,2010,Kharif,Tripura,792.0,2348.3,131559.12,190.08,8.1575,62,20,35,5.9,25.5,2054.22,76.54
Sugarcane,2010,Whole Year,Tripura,909.0,2348.3,150993.99,218.16,51.1425,62,20,35,5.9,25.5,2054.22,76.54
Jute,2011,Kharif,Tripura,639.0,2295.609091,107045.28,210.87,8.57,62,20,35,5.9,25.2,1629.61,74.09
Mesta,2011,Kharif,Tripura,628.0,2295.609091,105202.56,207.24,8.2775,62,20,35,5.9,25.2,1629.61,74.09
Sugarcane,2011,Whole Year,Tripura,921.0,2295.609091,154285.92,303.93,48.8375,62,20,35,5.9,25.2,1629.61,74.09
Jute,2012,Kharif,Tripura,640.0,1882.2,96512.0,198.4,8.14625,62,20,35,5.9,25.04,1717.8,74.19
Mesta,2012,Kharif,Tripura,641.0,1882.2,96662.8,198.71,7.9475,62,20,35,5.9,25.04,1717.8,74.19
Sugarcane,2012,Whole Year,Tripura,900.0,1882.2,135720.0,279.0,51.42875,62,20,35,5.9,25.04,1717.8,74.19
Jute,2013,Kharif,Tripura,643.0,2043.5,92907.07,173.61,8.3425,62,20,35,5.9,25.28,1833.61,74.84
Mesta,2013,Kharif,Tripura,854.0,2043.5,123394.46,230.58,8.17625,62,20,35,5.9,25.28,1833.61,74.84
Sugarcane,2013,Whole Year,Tripura,964.0,2043.5,139288.36,260.28,52.1675,62,20,35,5.9,25.28,1833.61,74.84
Jute,2014,Kharif,Tripura,650.0,2015.7,98124.0,214.5,8.45625,62,20,35,5.9,25.74,1871.72,72.46
Mesta,2014,Kharif,Tripura,627.0,2015.7,94651.92,206.91,8.12,62,20,35,5.9,25.74,1871.72,72.46
Sugarcane,2014,Whole Year,Tripura,793.0,2015.7,119711.28,261.69,52.65875,62,20,35,5.9,25.74,1871.72,72.46
Jute,2015,Kharif,Tripura,650.0,2334.4,102641.5,214.5,8.295,62,20,35,5.9,25.32,2412.14,75.86
Mesta,2015,Kharif,Tripura,627.0,2334.4,99009.57,206.91,8.7475,62,20,35,5.9,25.32,2412.14,75.86
Sugarcane,2015,Whole Year,Tripura,793.0,2334.4,125222.63,261.69,51.83875,62,20,35,5.9,25.32,2412.14,75.86
Jute,2016,Kharif,Tripura,590.0,2475.3,90417.5,206.5,9.11125,62,20,35,5.9,25.77,2800.81,78.38
Mesta,2016,Kharif,Tripura,583.0,2475.3,89344.75,204.05,8.505,62,20,35,5.9,25.77,2800.81,78.38
Sugarcane,2016,Whole Year,Tripura,822.0,2475.3,125971.5,287.7,54.71125,62,20,35,5.9,25.77,2800.81,78.38
Jute,2017,Kharif,Tripura,551.0,3326.8,86749.44,209.38,8.9675,62,20,35,5.9,25.07,4813.23,81.62
Mesta,2017,Kharif,Tripura,541.0,3326.8,85175.04,205.58,8.95375,62,20,35,5.9,25.07,4813.23,81.62
Sugarcane,2017,Whole Year,Tripura,806.0,3326.8,126896.64,306.28,53.38875,62,20,35,5.9,25.07,4813.23,81.62
Jute,2018,Kharif,Tripura,656.0,2169.1,106403.2,229.6,9.015,62,20,35,5.9,24.74,2745.03,79.71
Mesta,2018,Kharif,Tripura,493.0,2169.1,79964.6,172.55,8.14625,62,20,35,5.9,24.74,2745.03,79.71
Sugarcane,2018,Whole Year,Tripura,662.0,2169.1,107376.4,231.7,55.4425,62,20,35,5.9,24.74,2745.03,79.71
Jute,2019,Kharif,Tripura,623.0,2252.8,107006.48,230.51,9.0875,62,20,35,5.9,25.35,3054.79,77.35
Mesta,2019,Kharif,Tripura,430.0,2252.8,73856.8,159.1,8.52125,62,20,35,5.9,25.35,3054.79,77.35
Sugarcane,2019,Whole Year,Tripura,687.0,2252.8,117999.12,254.19,54.42375,62,20,35,5.9,25.35,3054.79,77.35
Onion,1997,Kharif,Uttar Pradesh,20151.0,473.9,1917770.67,6246.81,10.23036364,120,45,35,7.6,26.03,711.1,45.12
Potato,1997,Whole Year,Uttar Pradesh,400234.0,473.9,38090269.78,124072.54,13.6445,120,45,35,7.6,26.03,711.1,45.12
Sugarcane,1997,Kharif,Uttar Pradesh,6719.0,473.9,639447.23,2082.89,56.43,120,45,35,7.6,26.03,711.1,45.12
Sugarcane,1997,Whole Year,Uttar Pradesh,1985223.0,473.9,188933672.9,615419.13,53.15815789,120,45,35,7.6,26.03,711.1,45.12
Onion,1998,Whole Year,Uttar Pradesh,24949.0,743.4,2464961.2,7235.21,12.188125,120,45,35,7.6,25.83,962.01,51.68
Potato,1998,Whole Year,Uttar Pradesh,429231.0,743.4,42408022.8,124476.99,21.38225,120,45,35,7.6,25.83,962.01,51.68
Sugarcane,1998,Whole Year,Uttar Pradesh,1974642.0,743.4,195094629.6,572646.18,51.80960526,120,45,35,7.6,25.83,962.01,51.68
Tobacco,1998,Whole Year,Uttar Pradesh,18679.0,743.4,1845485.2,5416.91,6.295531915,120,45,35,7.6,25.83,962.01,51.68
Onion,1999,Whole Year,Uttar Pradesh,28666.0,883.4,3042322.58,7739.82,14.15512195,120,45,35,7.6,26.85,649.86,42.16
Potato,1999,Whole Year,Uttar Pradesh,441656.0,883.4,46872951.28,119247.12,21.67878049,120,45,35,7.6,26.85,649.86,42.16
Sugarcane,1999,Whole Year,Uttar Pradesh,2011024.0,883.4,213429977.1,542976.48,52.28773333,120,45,35,7.6,26.85,649.86,42.16
Tobacco,1999,Whole Year,Uttar Pradesh,19468.0,883.4,2066138.84,5256.36,6.125365854,120,45,35,7.6,26.85,649.86,42.16
Potato,2000,Whole Year,Uttar Pradesh,394083.0,874.4,38687128.11,102461.58,19.7573913,120,45,35,7.6,25.93,976.03,45.55
Sugarcane,2000,Whole Year,Uttar Pradesh,1938366.0,874.4,190289390.2,503975.16,50.03478261,120,45,35,7.6,25.93,976.03,45.55
Potato,2001,Whole Year,Uttar Pradesh,388552.0,849.9,39682815.76,101023.52,23.1684058,120,45,35,7.6,26.23,797.83,45.41
Sugarcane,2001,Whole Year,Uttar Pradesh,2034883.0,849.9,207822600.8,529069.58,52.52608696,120,45,35,7.6,26.23,797.83,45.41
Tobacco,2001,Whole Year,Uttar Pradesh,19772.0,849.9,2019314.36,5140.72,6.335925926,120,45,35,7.6,26.23,797.83,45.41
Onion,2002,Rabi,Uttar Pradesh,8199.0,664.0,776199.33,2049.75,10.3219697,120,45,35,7.6,26.95,658.13,43.44
